"code","name","type","district","population","cbs_socio_cluster","cbs_periphery_cluster","nurture_decile","total_pupils","pupils_pre_k","pupils_primary","pupils_secondary","pupils_special_ed","special_ed_pct","special_ed_muni_burden_nis","transport_expense_k_nis","transport_deficit_per_pupil_nis","informal_edu_per_pupil_nis","classroom_shortage_units","gafen_basket_per_pupil_nis","non_res_arnona_k_nis","arnona_per_pupil_nis","muni_self_spend_per_pupil_nis","gov_standard_per_pupil_nis","gov_differential_per_pupil_nis","gov_total_per_pupil_nis","parents_co_pay_per_pupil_nis","lost_matching_per_pupil_nis","total_spending_per_pupil_nis","matching_capacity_score","equity_category","equity_category_code","national_avg_diff_pct"
"2159","פקיעין (בוקייעה)","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2160","פרדסיה","מועצה מקומית","מרכז","25000","7","8","4","5750","1035","2530","1725","472","8.2","27736","11270","760","4034","33","1940","80000","13913","12670","13800","4200","18000","3810","0","34480","100","רשויות איתנות באשכול גבוה","AFFLUENT_HIGH","18"
"2161","צפת","עירייה","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2162","קדומים","מועצה מקומית","יהודה ושומרון","12000","5","5","6","3360","605","1478","1008","296","8.8","20000","7795","1120","2825","34","2260","14400","4286","7500","13800","5700","19500","2950","975","29950","80","מלכודת הביניים (ללא טיפוח וללא ארנונה)","MIDDLE_TRAP","2.5"
"2163","קלנסווה","עירייה","מרכז","25000","7","8","4","5750","1035","2530","1725","472","8.2","27736","11270","760","4034","33","1940","80000","13913","12670","13800","4200","18000","3810","0","34480","100","רשויות איתנות באשכול גבוה","AFFLUENT_HIGH","18"
"2164","קצרין","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2165","קרית אונו","עירייה","תל אביב","35000","8","10","3","8050","1449","3542","2415","636","7.9","30621","13846","520","4503","34","1780","122500","15217","14026","13800","3450","17250","4240","0","35516","100","רשויות איתנות באשכול גבוה","AFFLUENT_HIGH","21.5"
"2166","קרית ארבע","מועצה מקומית","יהודה ושומרון","12000","5","5","6","3360","605","1478","1008","296","8.8","20000","7795","1120","2825","34","2260","14400","4286","7500","13800","5700","19500","2950","975","29950","80","מלכודת הביניים (ללא טיפוח וללא ארנונה)","MIDDLE_TRAP","2.5"
"2167","קרית אתא","עירייה","חיפה","22000","6","7","5","5060","911","2226","1518","430","8.5","23998","10525","880","3447","41","2100","48400","9565","10248","13800","4950","18750","3380","213","32378","100","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","10.8"
"2168","קרית ביאליק","עירייה","חיפה","22000","6","7","5","5060","911","2226","1518","430","8.5","23998","10525","880","3447","41","2100","48400","9565","10248","13800","4950","18750","3380","213","32378","100","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","10.8"
"2169","קרית גת","עירייה","דרום","16000","3","3","8","5760","1037","2534","1728","541","9.4","14615","24146","2992","1940","92","2580","17600","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2170","קרית ים","עירייה","חיפה","22000","6","7","5","5060","911","2226","1518","430","8.5","23998","10525","880","3447","41","2100","48400","9565","10248","13800","4950","18750","3380","213","32378","100","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","10.8"
"2171","קרית מוצקין","עירייה","חיפה","22000","6","7","5","5060","911","2226","1518","430","8.5","23998","10525","880","3447","41","2100","48400","9565","10248","13800","4950","18750","3380","213","32378","100","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","10.8"
"2172","קרית מלאכי","עירייה","דרום","16000","3","3","8","5760","1037","2534","1728","541","9.4","14615","24146","2992","1940","92","2580","17600","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2173","קרית שמונה","עירייה","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2174","קרני שומרון","מועצה מקומית","יהודה ושומרון","12000","5","5","6","3360","605","1478","1008","296","8.8","20000","7795","1120","2825","34","2260","14400","4286","7500","13800","5700","19500","2950","975","29950","80","מלכודת הביניים (ללא טיפוח וללא ארנונה)","MIDDLE_TRAP","2.5"
"2175","ראמה","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2176","ראש פינה","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2177","ריינה","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2178","רכסים","מועצה מקומית","חיפה","22000","6","7","5","5060","911","2226","1518","430","8.5","23998","10525","880","3447","41","2100","48400","9565","10248","13800","4950","18750","3380","213","32378","100","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","10.8"
"2179","רמת ישי","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2180","רמת נגב","מועצה אזורית","דרום","12000","4","3","7","3360","605","1478","1008","306","9.1","18780","14085","2992","2585","40","2420","30000","8929","8225","13800","6450","20250","2520","1216","30995","100","רשויות פרדוקסליות (סוציו נמוך + ארנונה עסקית)","PARADOX_LOW_SOCIO_HIGH_ARNONA","6.1"
"2181","שגב שלום","מועצה מקומית","דרום","16000","3","3","8","5760","1037","2534","1728","541","9.4","14615","24146","2992","1940","92","2580","17600","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2182","שדרות","עירייה","דרום","16000","3","3","8","5760","1037","2534","1728","541","9.4","14615","24146","2992","1940","92","2580","17600","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2183","שוהם","מועצה מקומית","מרכז","25000","7","8","4","5750","1035","2530","1725","472","8.2","27736","11270","760","4034","33","1940","80000","13913","12670","13800","4200","18000","3810","0","34480","100","רשויות איתנות באשכול גבוה","AFFLUENT_HIGH","18"
"2184","שומרון","מועצה אזורית","יהודה ושומרון","12000","6","5","5","2760","497","1214","828","235","8.5","24363","6403","1120","3497","16","2100","30000","10870","10704","13800","4950","18750","3380","144","32834","100","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","12.3"
"2185","שלומי","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2186","שער הנגב","מועצה אזורית","דרום","12000","4","3","7","3360","605","1478","1008","306","9.1","18780","14085","2992","2585","40","2420","30000","8929","8225","13800","6450","20250","2520","1216","30995","100","רשויות פרדוקסליות (סוציו נמוך + ארנונה עסקית)","PARADOX_LOW_SOCIO_HIGH_ARNONA","6.1"
"2187","שפיר","מועצה אזורית","דרום","12000","4","3","7","3360","605","1478","1008","306","9.1","18780","14085","2992","2585","40","2420","30000","8929","8225","13800","6450","20250","2520","1216","30995","100","רשויות פרדוקסליות (סוציו נמוך + ארנונה עסקית)","PARADOX_LOW_SOCIO_HIGH_ARNONA","6.1"
"2188","שפרעם","עירייה","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2189","תל מונד","מועצה מקומית","מרכז","25000","7","8","4","5750","1035","2530","1725","472","8.2","27736","11270","760","4034","33","1940","80000","13913","12670","13800","4200","18000","3810","0","34480","100","רשויות איתנות באשכול גבוה","AFFLUENT_HIGH","18"
"2190","תל שבע","מועצה מקומית","דרום","16000","3","3","8","5760","1037","2534","1728","541","9.4","14615","24146","2992","1940","92","2580","17600","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
